PERFIS;wagsantisteban;danilogentili;Leah_Sandy;rafinhabastos;huckluciano;marcelotas;programapanico;rosana;kibeloco;melhoresfrases;;;;;;;;;;;;;
213;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@DaniloGentili será que é verdade sobre a gripe suína? http://bit.ly/17ZBQM;RT @Leah_Sandy  4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha;RT @rafinhabastos RT: @niltoncomedy 90 pessoas pegam gripe suína e todos usam máscara. Um milhãoo tem AIDS e ninguém usa preservativo.;http://bit.ly/nwaHw oh, gripe suína em Vix - quem tem amigo na UNIVIX, xoo pra la. nao tenho a raquete do @huckluciano rs que mata a gripe;@marcelotas ainda bem que ele tá a salvo! Tadinho! Imagina ele, desolado, abandonado e ameaçado pela gripe suína - na Argentina!;-;@rosana Adaptação perfeita! Está praticamente uma estrela de J-Rock! Vou aproveitar esse lance de gripe suína p minha aula de microbio. Bjo!;Michael, O Profeta! RT @kibeloco: Gripe Suína Fashion Week: http://migre.me/NLO;-;;;;;;;;;;;;;
214;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;"Próximo assunto no plenário: ""Como a gripe suína pode afetar as piadas racistas de @DaniloGentili"".";RT @Leah_Sandy 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@rafinhabastos @andreolifelipe : Gripe suína mata mais 11 no Recife. Jogadores do Sport nãoo anotaram nem a placa do porco que os atropelou.;@huckluciano cara a angelica é dorajosa de ir p argentina no meio de uma 'pandemia' de gripe suina viu? bjs;@marcelotas - manda o Little Ponei fazer o teste da gripe suína... qualquer coisa coloca ele na creche do haras de quarentena! :P;-;@rosana hahaha adorei! #gripesuina;RT @ReneFraga: RT @kibeloco Gripe Suína Fashion Week: http://migre.me/NLO #euri;-;;;;;;;;;;;;;
215;RT@TonhaoRomero RT@wagsantisteban 4 mil pessoas têm gripe suína e todos querem usar máscara. 33 MILHõeS têm AIDS e ninguém coloca camisinha!;@danilogentili olha o que a gripe suína faz....alcool-gel no corredor da facul http://twitpic.com/cvg4k agora toh protegido...hehe;RT @Leah_Sandy RT @wagsantisteban 4mil pessoas têm gripe suína e td mundo quer usar máscaras. 33 MILHõeS têm AIDS e ngm quer usar camisinha!;@rafinhabastos http://twitpic.com/32jya - Corram, é a gripe suina!;@huckluciano Hahahahahahahha, não CREIO que a raquete era pra gripe suína. Até aqui você MIMATA DE RIR! Mesmo sem querer, neah?;Gente, coitadinho do @OscarFilho, tá perdido no aeroporto morrendo de medo da gripe suína e querendo falar com o @marcelotas hahahaha!;-;RT @rosana Meu avatar já está devidamente adaptado para a pandemia de gripe suína.;RT: @kibeloco: Gripe Suína Fashion Week: http://migre.me/NLO;-;;;;;;;;;;;;;
216;RT @wagsantisteban 04 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@DaniloGentili ih danilo, aki me curitiba tãoo pensando até em fechar shoppings e supermecados por 2 semanas por causa da gripe suína...;RT @Leah_Sandy 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha;@rafinhabastos  ...e depois a Marcha Dançante do Pakinson ou Caminhada dos Feijões Saltadores (alguma alusãoo ão  gripe suína???);O @huckluciano Foi buscar a famão­lia na Argentina e disse que levou 1 máscara por causa da #gripesuina.Ele acha msm q só 1 adianta? #narigudo;@marcelotas oq cs tãoo fazendo em buenos aires? :S cuidado com a gripe suina;-;RT @rosana : Meu avatar já está devidamente adaptado para a pandemia de gripe suína.  http://twitter.com/rosana (OLHA São“ XD);RT @kibeloco Gripe Suína Fashion Week: http://migre.me/NLO 3 minutes ago from web ---- Michael Jackson, o profeta... HAHAAHAHA;-;;;;;;;;;;;;;
217;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@DaniloGentili Acho que nãoo vai rolar, estãoo cancelando todos os eventos devido a gripe suina.;RT @paty_o_O: RT @Leah_Sandy: 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar cam ...;@rafinhabastos Perda de memória é foda... pode ser um sintoma de gripe suína!;@huckluciano essa ficou feia hein...rsrsrs....cuidado q com o mosquito q ele pode estar com a gripe suina...rsrsrsrs;RT: @GamesTownNews: @marcelotas Jogo da gripe suína Online - Beat the vírus! - http://migre.me/Mig;-;RT -@rosana A gripe suína chegou no twitter: http://twitter.com/gripesuina;RT @kibeloco: Gripe Suína Fashion Week: http://migre.me/NLO;-;;;;;;;;;;;;;
218;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@DaniloGentili cuidado com a gripe suína;RT: @Leah_Sandy: 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@rafinhabastos quem morre de gripe suína vira espirito de porco????;@huckluciano a gripe suína é vírus e ão± mosquito.;RT: @GamesTownNews: @marcelotas Jogo da gripe suína Online - Beat the vírus! - http://migre.me/Mig;-;RET @rosana: A gripe suína já chegou ao Twitter... - http://migre.me/GR8;RT @kibeloco Gripe Suína Fashion Week: http://migre.me/NLO;-;;;;;;;;;;;;;
219;RT  @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;Ah claro, só pq eu estou de férias o @DaniloGentili vai fazer show em sorocaba. Â¬Â¬ Gripe suína acabando com as aulas e oportunidades...;@Leah_Sandy 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha.;@rafinhabastos mesmo sem gripe suina eles já sãoo a piada...;@huckluciano ta confundindo gripe suina com dengue... bem, pelo menos está protegido das duas!!! sinceramente nãoo sei qual é pior!;@marcelotas Jogo da gripe suína Online - Beat the vírus! - http://migre.me/Mig;-;RT @rosana A gripe suína já chegou ao Twitter... - http://migre.me/GR8;RT @kibeloco Gripe Suína Fashion Week: http://migre.me/NLO;-;;;;;;;;;;;;;
220;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@DaniloGentili, mais uma, o problema de morrer de gripe suína é virar espão­rito de porco depois. rs;RT @Leah_Sandy: 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT @rafinhabastos Na Rede TV tá a Fat Family c/ a máscara da gripe suína. Só eu vi a piada?;@huckluciano nãoo se preocupe,só pega gripe suína quem tem espão­rito de porco hahaha;@marcelotas DESCOBRIMOS O FDP Q DISSEMINOU A GRIPE SUINA: http://imgur.com/27K39.jpg;-;da peste RT @rosana A gripe suína já chegou ao Twitter... - http://migre.me/GR8;RT: @kibeloco: Gripe Suína Fashion Week: http://migre.me/NLO;-;;;;;;;;;;;;;
221;RTs @CeciManoel @wagsantisteban 4 mil têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@revistamad @rafinhabastos @danilogentili @marcelotas @oscarfilho http://www.sadistic.pl/pics/50d3c0ef.jpg como detectar a gripe suína;RT @Leah_Sandy  4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT: @rafinhabastos: Na Rede TV tá a Fat Family c/ a máscara da gripe suína. Só eu vi a piada?;@huckluciano hahahaha..essa foi boa...raquete mata-mosquito contra gripe suína!;@marcelotas Se a gente morrer de gripe suína vira espão­rito de porco?;-;"@rosana Legal é a mensagem para os nãoo-logados: ""Hey there! gripesuina is using Twitter!"" aoeiuhaeoiu";kibeloco: Gripe Suína Fashion Week: http://www.hurl.ws/2d1b;-;;;;;;;;;;;;;
222;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@DaniloGentili Gripe suína faz Miss Espanha ser no México para estimular o turismo. Vai estimular tudo, menos o turismo;@Leah_Sandy RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém usa camisinha!;RT @thaisss RT @rafinhabastos: Na Rede TV tá a Fat Family c/ a máscara da gripe suína. Só eu vi a piada?;"RT @huckluciano: De mascara e raquete ""mata mosquito"", comprei no farol por vintãoo!!! - Acha que a Gripe Suina pega por mosquito..afffff";@marcelotas Cara, seria uma boa dar uma cacetada na imprensa marrom brasileira, por conta dessa bagunça que fazem sobre a gripe suína;-;RT@rosana A gripe suína já chegou ao Twitter... - http://migre.me/GR8;RT @kibeloco - Lula e a gripe suína: http://migre.me/N9G;-;;;;;;;;;;;;;
223;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@DaniloGentili Prato do dia! Carne de vaca louca, acompanhado de ovos de frango gripado ao tocinho de gripe suína... E ai, vai encarar???;4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha! ( Via @Leah_Sandy );RT @rafinhabastos: Na Rede TV tá a Fat Family c/ a máscara da gripe suína. Só eu vi a piada?;@huckluciano Tem a gripe suína tbm tem a ver com os porquinhos hehehe;@christianpior ó vc patrulhando o @marcelotas e olha eu patrulhando vc.. isso ta proliferando mais q a gripe suina;-;RT @rosana: A gripe suína já chegou ao Twitter... - http://migre.me/GR8;RT @kibeloco Gripe Suína Fashion Week: http://migre.me/NLO;-;;;;;;;;;;;;;
224;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@DaniloGentili fala que seu médico ligou e acabou de confirmar que você tá com gripe suína...;RT @Leah_Sandy  4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha;"@rafinhabastos HUAUHAHUHAUUHA...impossão­vel conter o riso!!! :p ""Fat Family c/ a máscara da gripe suína""...";@huckluciano Nãoo Luciano. Mas nãoo jogue sua raquete fora pois a dengue mata bem mais que a gripe suína!;-;-;@rosana, acho que estamos precisando de jornalistas especializados em saúde e cobertura internacional para cobrir #suineflu gripe suína;Concordo com www.kibeloco.com.br se o Lula falar que a gripe suína é só uma marolinha, vou ficar seriamente preocupado.;-;;;;;;;;;;;;;
225;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili Quem morre de gripe suína ,vira espão­rito de porco ?;RT @Leah_Sandy @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e nigm quer usar camisinha;RT @rafinhabastos: Na Rede TV tá a Fat Family c/ a máscara da gripe suína. Só eu vi a piada?; ATENção..A GRIPE SUÍNA EVOLUIU, COMO SE NãoƒO BASTASSE SER TRANSMITIDA POR PORCOS AGORA é TBM TRANSMITIDA POR MOSQUITOS!;-;-;-;RT @kibeloco: Por gentileza, alguém pode avisar a Carla Perez que nãoo é preciso tomar 60 banhos por dia para evitar a gripe suína;-;;;;;;;;;;;;;
226;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;Uma coisa que me perturba é tempestade em copo d'água, como foi feito nesse caso com o @DaniloGentili e como a midia faz com a gripe suína.;RT@noelylimaRT @Leah_Sandy  4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha;@rafinhabastos Na Rede TV tá a Fat Family c/ a máscara da gripe suína. Só eu vi a piada?;@huckluciano essa raquete realmente n vai prevenir a gripe suína. mas é bom deixar guardada pro próximo verãoo pra enfrentar a dengue. =P;-;-;-;RT @kibeloco: Lula e a gripe suína: http://migre.me/N9G;-;;;;;;;;;;;;;
227;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@kibeloco @DaniloGentili @rafinhabastos @lulusuperpop http://twitpic.com/c7y0d - REMéDIO PARA GRIPE SUINA!;RT @Leah_Sandy 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT rafinhabastosNa Rede TV tá a Fat Family c/ a máscara da gripe suína. Só eu vi a piada?;@huckluciano Fica frio q a gripe suína ão± pega em Corinthiano!!!!! E lembre-se, nóis da tapa na cara de argentino!!!! Mano!!!;-;-;-;"RT @kibeloco: Teoria da Conspiração: ""Essa tal gripe suína é invenção da Globo para desviar a atenção da roubalheira no Campeonato Estadual""";-;;;;;;;;;;;;;
228;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@danilogentili Acho que você nãoo tá com essa bola toda! Só 1500? O @huckluciano botou 50 mil com iPodzinho e convalescendo da gripe Suína...;RT @Leah_Sandy: RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usa ...;RT @rafinhabastos Na Rede TV tá a Fat Family c/ a máscara da gripe suína. Só eu vi a piada?;@huckluciano qual gripe? a gripe suina que virou gripe do ar? é por contato e no caso das mascaras goticulas de saliva :~;-;-;-;"RT @kibeloco Teorias da Conspiração: ""Essa tal gripe suína é invenção da Globo para desviar a atenção da roubalheira no Campeonato Estadual""";-;;;;;;;;;;;;;
229;@Leah_Sandy RT @wagsantisteban 4 mil pessoas têm gripe suína e td mundo quer usar máscaras. 33 MILHõeS têm AIDS e ng quer usar camisinha!;"@DaniloGentili camiseta ""gripe suina é foda"" AUIEHAIUEHaiuu";RT @Leah_Sandy RT @wagsantisteban 4mil pessoas têm gripe suína e td mundo qr usar máscaras.33 MILHõeS têm AIDS e ninguém qr usar camisinha!;hahaha RT @rafinhabastos Na Rede TV tá a Fat Family c/ a máscara da gripe suína. Só eu vi a piada?;@huckluciano achando que a gripe suina se pega atraves da picada de mosquito, nossa to morrendo;-;-;-;"@malumazza RT do kibeloco pra você ""Essa tal gripe suína é invenção da Globo para desviar a atenção da roubalheira no Campeonato Estadual!""";-;;;;;;;;;;;;;
230;RT @Leah_Sandy RT @wagsantisteban 4 mil pessoas têm gripe suína e tdo mundo quer usar máscaras.33MILHõeS têm AIDS e ngm quer usar camisinha!;@DaniloGentili Estampa: GRIPE SUÍNA - A CULPA é DO MURICY;RT @Leah_Sandy  4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha;"@rafinhabastos Tenho uma dúvida e acredito que vc tem a resposta: ""Quem morre de gripe suína vira espão­rito de porco?""";@huckluciano cuidado com a gripe suina!!! :D;-;-;-;RT @kibeloco Teoria da Conspiração: Essa tal gripe suína é invenção da Globo para desviar a atenção da roubalheira no Campeonato Estadual!;-;;;;;;;;;;;;;
231;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;"@DaniloGentili a melhor do momento seria ""Eu sobrevivi a gripe suína""";RT @Leah_Sandy 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha -DIVA ARRASA;@rafinhabastos dei uma espirrada, to com GRIPE SUINA???;@huckluciano Boa! Isso ai, nãoo é dengue, é gripe suína...rs... #BSB;-;-;-;"@kibeloco ""Essa tal gripe suína é invenção da Globo para desviar a atenção da Felina e os peladões da internet!"" hehe";-;;;;;;;;;;;;;
232;RT @Leah_Sandy @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ngm quer usar camisinha!;@DaniloGentili;RT: @Leah_Sandy: 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@rafinhabastos Nobre amigo, me ilumina: gripe suína só pega em quem tem espão­rito de porco???;@huckluciano Nossa o cara ta confundindo gripe suina com dengue...;-;-;-;@kibeloco para conter o avanço da gripe suina, irao fechar o parque antartica, com todos os porcos la dentro!;-;;;;;;;;;;;;;
233;4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha! by @wagsantisteban amei;@DaniloGentili /quem morre de gripe suina vira espirito de porco?;RT @Leah_Sandy RT @wagsantisteban 4 mil têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e nãoo querem usar camisinha!!;@rafinhabastos Frase da Semana: Quem morre de gripe suína, vira espítiro de porco.;@huckluciano é gripe suína e nãoo dengue... Nem precisa levar a raquete!;-;-;-;"RT@kibeloco: Teorias da Conspiração: ""Essa tal gripe suína é invenção da Globo para desviar a atenção da roubalheira no Campeonato Estadual""";-;;;;;;;;;;;;;
234;amei RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@DaniloGentili ''To com gripe suina quer?'';RT @Leah_Sandy 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha! #fato;Xingam tanto o @rafinhabastos, mas agora o @catarroverde fez uma piada igualzinha sobre a gripe suína. E aão­, hein?;@huckluciano mata-mosquito pra gripe suína?;-;-;-;"RT @kibelocoTeorias da Conspiração: ""Essa tal gripe suína é invenção da Globo para desviar a atenção da roubalheira no Campeonato Estadual!""";-;;;;;;;;;;;;;
